Season,Game,Week,Date,Market,Team,Opponent,Possesions,Possesions Against,Goals,2pt Goals,Goals Against,Score,Score Against,Efficiency,D Efficiency,Unassisted Goals,Unassisted Shots,Unassisted Sh. %,Unassisted goals A,Unassisted Shots Against,Unassisted A%,Assisted Goals,Assisted Shots,Assisted Sh. %,Assisted Goals A,Assisted Sh A,Assisted A%,Shots,Shots A,Dodge G,Dodge Sh,Dodge Sh%,Dodge G A,Dodge Sh A,Dodge Sh% A,Two-man G,Two-man Sh,Two-man Sh%,Two-man G A,Two-man Sh A,Two-man Sh% A,Second Assists,Second AOs,Turnovers,AO-to-TO Ratio,PNR Assists,FB Possesion,FB Goals,FB Shots,FB Points,FB Turnovers,FB %,FB Possesion Against,FB Goals Against,FB Shots Against,FB Points Against,FB CTO,Settled Possesion,Settled Goal,Settled Shots,Settled Poss A,Settled Goals agaisnt,Settled Shots Against,Saves,Save %,Devitte,Unique Goal Scorers,Average Shot Distance,Average Assist Distance,TOP (sec),TOP %,Possession %,Result,Possesion Battle,P&W,Margin,Quality Shots,Tough Shots,Shot Quality Ratio,Quality Shots A,Tough Shots A,Shot Quality A Ratio,Shot Quality Margin,Expected Goals
2021,25,5,7/11/2021,Minnesota,Archers,Cannons,36,40,12,0,13,12,13,0.33,0.33,5,22,0.23,5,19,0.26,7,24,0.29,8,25,0.32,46,44,3,16,0.19,5,23,0.22,6,13,0.46,8,11,0.73,1,7,10,0.70,3,9,2,9,2,0,0.22,7,0,8,0,0,22,8,28,30,12,32,12,0.5,9,8,9.578247394,#DIV/0!,,,0.47,L,L,0,-1,11,35,3.2,18,26,1.4,1.7,13.4
2021,26,7,7/30/2021,Colorado Springs,Atlas,Chrome,44,31,17,2,10,19,10,0.39,0.32,8,25,0.32,3,15,0.20,9,20,0.45,7,13,0.54,45,28,8,19,0.42,3,13,0.23,4,14,0.29,3,6,0.50,2,7,13,0.69,2,10,4,11,4,0,0.40,5,2,4,2,1,34,13,32,16,3,15,9,0.5,13,9,9.212397315,#DIV/0!,1538,,0.59,W,W,1,9,22,23,1.0,6,22,3.7,-2.6,17.1
2021,26,7,7/30/2021,Colorado Springs,Chrome,Atlas,31,44,10,0,17,10,19,0.32,0.39,3,15,0.20,8,25,0.32,7,13,0.54,9,20,0.45,28,45,3,13,0.23,8,19,0.42,3,6,0.50,4,14,0.29,2,4,11,0.64,0,5,2,4,2,1,0.40,10,4,11,4,0,16,3,15,34,13,32,15,0.5,6,5,10.60053423,#DIV/0!,865,,0.41,L,L,0,-9,6,22,3.7,22,23,1.0,2.6,9.9
2021,27,7,7/31/2021,Colorado Springs,Redwoods,Archers,41,41,9,3,15,12,15,0.22,0.37,5,24,0.21,8,20,0.40,4,20,0.20,7,21,0.33,44,41,5,27,0.19,5,11,0.45,2,9,0.22,6,14,0.43,1,7,18,0.22,1,6,2,4,3,2,0.33,9,2,9,2,1,25,5,33,22,11,25,10,0.4,-5,6,9.57716302,#DIV/0!,1382,,0.50,L,L,0,-3,15,29,1.9,12,29,2.4,-0.5,16.8
2021,27,7,7/31/21,Colorado Springs,Archers,Redwoods,41,41,15,0,9,15,12,0.37,0.22,8,20,0.40,5,24,0.21,7,21,0.33,4,20,0.20,41,44,5,11,0.45,5,27,0.19,6,14,0.43,2,9,0.22,1,5,13,0.54,4,9,2,9,2,1,0.22,6,2,4,3,2,22,11,25,25,5,33,14,0.6,9,7,12.01915234,#DIV/0!,1199,,0.50,W,L,0,3,12,29,2.4,15,29,1.9,0.5,11.6
2021,28,7,8/1/21,Colorado Springs,Waterdogs,Whipsnakes,40,35,9,2,6,11,6,0.23,0.17,2,22,0.09,4,25,0.16,7,26,0.27,2,17,0.12,48,42,4,23,0.17,3,23,0.13,2,9,0.22,2,9,0.22,1,9,17,0.41,1,10,3,7,4,3,0.30,9,0,7,0,2,29,5,33,26,6,32,20,0.8,-1,6,10.70076159,#DIV/0!,1210,,0.53,W,W,1,5,17,31,1.8,14,28,2.0,-0.2,15.4
2021,28,7,8/1/21,Colorado Springs,Whipsnakes,Waterdogs,35,40,6,0,9,6,11,0.17,0.23,4,25,0.16,2,22,0.09,2,17,0.12,7,26,0.27,42,48,3,23,0.13,4,23,0.17,2,9,0.22,2,9,0.22,0,6,14,0.14,1,9,0,7,0,2,0.00,10,3,7,4,3,26,6,32,29,5,33,12,0.6,-6,4,10.76595489,#DIV/0!,998,,0.47,L,L,0,-5,14,28,2.0,17,31,1.8,0.2,15.0
2021,29,7,8/1/2021,Colorado Springs,Chaos,Chrome,41,38,13,1,10,14,12,0.32,0.26,6,20,0.30,3,27,0.11,7,20,0.35,7,20,0.35,40,47,3,11,0.27,5,23,0.22,5,18,0.28,0,9,0.00,2,5,16,0.44,2,14,4,9,5,5,0.29,7,3,7,4,0,24,7,28,27,6,33,18,0.6,4,7,9.7416864,#DIV/0!,,,0.52,W,W,1,2,18,22,1.2,11,36,3.3,-2.1,15.3
2021,29,7,8/1/2021,Colorado Springs,Chrome,Chaos,38,41,10,2,13,12,14,0.26,0.32,3,27,0.11,6,20,0.30,7,20,0.35,7,20,0.35,47,40,5,23,0.22,3,11,0.27,0,9,0.00,5,18,0.28,2,6,14,0.50,0,7,3,7,4,0,0.43,14,4,9,5,5,27,6,33,24,7,28,12,0.5,3,5,10.15708089,#DIV/0!,,,0.48,L,L,0,-2,11,36,3.3,18,22,1.2,2.1,14.0
2021,30,7,8/1/2021,Colorado Springs,Atlas,Cannons,37,31,11,2,12,13,12,0.30,0.39,5,28,0.18,4,18,0.22,6,20,0.30,8,16,0.50,48,34,5,27,0.19,6,16,0.38,4,14,0.29,3,12,0.25,2,10,11,0.55,2,10,2,8,3,2,0.20,5,2,4,2,1,31,8,39,25,9,28,8,0.4,6,6,10.78958354,#DIV/0!,1447,,0.54,W,W,1,1,10,38,3.8,18,16,0.9,2.9,12.5
2021,30,7,8/1/2021,Colorado Springs,Cannons,Atlas,31,37,12,0,11,12,13,0.39,0.30,4,18,0.22,5,28,0.18,8,16,0.50,6,20,0.30,34,48,6,16,0.38,5,27,0.19,3,12,0.25,4,14,0.29,3,5,12,0.67,2,5,2,4,2,1,0.40,10,2,8,3,2,25,9,28,31,8,39,16,0.6,8,4,8.358812606,#DIV/0!,1091,,0.46,L,L,0,-1,18,16,0.9,10,38,3.8,-2.9,12.7
2021,32,8,8/13/2021,Albany,Archers,Chaos,40,41,9,0,10,9,11,0.23,0.24,3,17,0.18,5,22,0.23,6,17,0.35,5,18,0.28,34,40,4,12,0.33,5,19,0.26,2,9,0.22,2,9,0.22,4,7,19,0.32,2,8,1,5,1,3,0.13,13,3,10,4,3,27,7,25,28,7,29,16,0.6,-4,5,9.633743223,#DIV/0!,1163,,0.49,L,L,0,-2,21,13,0.6,10,30,3.0,-2.4,13.9
2021,32,8,8/13/21,Albany,Chaos,Archers,41,40,10,1,9,11,9,0.24,0.23,5,22,0.23,3,17,0.18,5,18,0.28,6,17,0.35,40,34,5,19,0.26,4,12,0.33,2,9,0.22,2,9,0.22,0,4,13,0.38,1,13,3,10,4,3,0.23,8,1,5,1,3,28,7,29,27,7,25,10,0.5,2,6,11.04770313,#DIV/0!,1221,,0.51,W,W,1,2,10,30,3.0,21,13,0.6,2.4,13.3
2021,31,8,8/14/21,Albany,Redwoods,Whipsnakes,37,41,12,0,14,12,14,0.32,0.34,7,15,0.47,6,29,0.21,5,13,0.38,8,17,0.47,28,46,7,17,0.41,4,24,0.17,2,8,0.25,8,17,0.47,2,5,18,0.28,0,2,1,1,1,1,0.50,7,3,3,3,4,28,9,24,26,10,39,12,0.5,-1,6,9.569384576,#DIV/0!,1098,,0.47,L,L,0,-2,17,11,0.6,18,28,1.6,-0.9,11.5
2021,31,8,8/14/21,Albany,Whipsnakes,Redwoods,41,37,14,0,12,14,12,0.34,0.32,6,29,0.21,7,15,0.47,8,17,0.47,5,13,0.38,46,28,4,24,0.17,7,17,0.41,8,17,0.47,2,8,0.25,2,2,17,0.47,4,7,3,3,3,4,0.43,2,1,1,1,1,26,10,39,28,9,24,8,0.4,5,5,10.09900462,#DIV/0!,1285,,0.53,W,W,1,2,18,28,1.6,17,11,0.6,0.9,14.7
2021,33,8,8/14/2021,Albany,Atlas,Waterdogs,41,40,9,0,10,9,10,0.22,0.25,2,15,0.13,5,15,0.33,7,25,0.28,5,17,0.29,40,32,5,24,0.21,3,9,0.33,1,4,0.25,3,11,0.27,4,11,16,0.44,1,10,1,8,1,3,0.10,11,3,9,3,2,32,6,30,25,5,19,10,0.5,0,7,11.9355358,#DIV/0!,,,0.51,L,W,0,-1,11,29,2.6,10,22,2.2,0.4,14.0
2021,33,8,8/14/2021,Albany,Waterdogs,Atlas,40,41,10,0,9,10,9,0.25,0.22,5,15,0.33,2,15,0.13,5,17,0.29,7,25,0.28,32,40,3,9,0.33,5,24,0.21,3,11,0.27,1,4,0.25,2,8,19,0.26,1,11,3,9,3,2,0.27,10,1,8,1,3,25,5,19,32,6,30,15,0.6,-4,8,10.37929332,#DIV/0!,,,0.49,W,L,0,1,10,22,2.2,11,29,2.6,-0.4,12.5
2021,34,8,8/15/2021,Albany,Chrome,Cannons,38,35,10,0,12,10,13,0.26,0.34,2,27,0.07,7,21,0.33,8,20,0.40,5,16,0.31,47,37,3,21,0.14,9,21,0.43,4,15,0.27,2,9,0.22,1,3,14,0.57,4,6,0,5,0,1,0.00,3,0,4,0,0,27,9,39,25,10,28,13,0.5,4,5,9.66397377,#DIV/0!,,,0.52,L,W,0,-3,15,32,2.1,15,22,1.5,0.7,13.7
2021,34,8,8/15/2021,Albany,Cannons,Chrome,35,38,12,1,10,13,10,0.34,0.26,7,21,0.33,2,27,0.07,5,16,0.31,8,20,0.40,37,47,9,21,0.43,3,21,0.14,2,9,0.22,4,15,0.27,2,6,12,0.42,0,3,0,4,0,0,0.00,6,0,5,0,1,25,10,28,27,9,39,15,0.6,5,6,9.15480745,#DIV/0!,,,0.48,W,L,0,3,15,22,1.5,15,32,2.1,-0.7,14.0
2021,35,8,8/15/2021,Albany,Chaos,Redwoods,41,34,9,0,8,9,10,0.22,0.24,2,13,0.15,2,24,0.08,7,27,0.26,6,17,0.35,40,41,4,16,0.25,2,18,0.11,3,10,0.30,2,13,0.15,3,6,16,0.44,3,9,1,8,1,2,0.11,7,2,6,2,1,26,6,23,24,4,30,14,0.6,0,5,7.556381758,#DIV/0!,,,0.55,L,W,0,-1,24,16,0.7,10,31,3.1,-2.4,17.2
2021,35,8,8/15/2021,Albany,Redwoods,Chaos,34,41,8,2,9,10,9,0.24,0.22,2,24,0.08,2,13,0.15,6,17,0.35,7,27,0.26,41,40,2,18,0.11,4,16,0.25,2,13,0.15,3,10,0.30,3,5,13,0.46,2,7,2,6,2,1,0.29,9,1,8,1,2,24,4,30,26,6,23,16,0.6,1,5,9.786843933,#DIV/0!,,,0.45,W,L,0,1,10,31,3.1,24,16,0.7,2.4,12.7
2021,36,8,8/15/2021,Albany,Archers,Whipsnakes,37,39,15,0,13,15,14,0.41,0.33,8,23,0.35,10,35,0.29,7,15,0.47,3,17,0.18,38,52,6,19,0.32,3,19,0.16,5,8,0.63,6,18,0.33,0,1,12,0.58,2,9,3,7,3,2,0.33,11,3,12,3,0,27,11,28,29,9,36,16,0.6,10,8,9.228727724,#DIV/0!,,,0.49,W,L,0,1,16,22,1.4,18,34,1.9,-0.5,11.6
2021,36,8,8/15/2021,Albany,Whipsnakes,Archers,39,37,13,1,15,14,15,0.33,0.41,10,35,0.29,8,23,0.35,3,17,0.18,7,15,0.47,52,38,3,19,0.16,6,19,0.32,6,18,0.33,5,8,0.63,1,8,12,0.25,0,11,3,12,3,0,0.27,9,3,7,3,2,29,9,36,27,11,28,9,0.4,4,6,9.736877574,#DIV/0!,,,0.51,L,W,0,-1,18,34,1.9,16,22,1.4,0.5,15.7
2021,37,9,8/20/2021,Salt Lake City,Archers,Chaos,35,39,10,0,12,10,13,0.29,0.31,4,18,0.22,3,17,0.18,6,21,0.29,9,18,0.50,39,35,1,17,0.06,4,17,0.24,3,9,0.33,4,7,0.57,3,6,12,0.50,0,5,2,3,2,2,0.40,7,3,6,3,1,21,5,28,27,8,27,8,0.4,4,6,9.7776082,#DIV/0!,,,0.47,L,L,0,-3,16,23,1.4,21,14,0.7,0.8,12.6
2021,37,9,8/20/2021,Salt Lake City,Chaos,Archers,39,35,12,1,10,13,10,0.31,0.29,3,17,0.18,4,18,0.22,9,18,0.50,6,21,0.29,35,39,4,17,0.24,1,17,0.06,4,7,0.57,3,9,0.33,4,7,18,0.50,4,7,3,6,3,1,0.43,5,2,3,2,2,27,8,27,21,5,28,13,0.6,3,7,8.558879578,#DIV/0!,,,0.53,W,W,1,3,21,14,0.7,16,23,1.4,-0.8,15.6
2021,38,9,8/21/2021,Salt Lake City,Atlas,Cannons,39,33,13,0,8,13,9,0.33,0.24,3,20,0.15,2,24,0.08,10,23,0.43,6,16,0.38,43,40,4,23,0.17,1,22,0.05,1,4,0.25,4,9,0.44,6,9,15,0.67,1,10,3,8,3,2,0.30,4,2,5,2,0,26,6,28,21,5,30,11,0.6,8,6,10.41721634,#DIV/0!,,,0.54,W,W,1,4,15,28,1.9,11,29,2.6,-0.8,14.1
2021,38,9,8/21/2021,Salt Lake City,Cannons,Atlas,33,39,8,1,13,9,13,0.24,0.33,2,24,0.08,3,20,0.15,6,16,0.38,10,23,0.43,40,43,1,22,0.05,4,23,0.17,4,9,0.44,1,4,0.25,3,9,15,0.40,3,4,2,5,2,0,0.50,10,3,8,3,2,21,5,30,26,6,28,13,0.5,-1,4,11.13257464,#DIV/0!,,,0.46,L,L,0,-4,11,29,2.6,15,28,1.9,0.8,13.6
2021,39,9,8/21/2021,Salt Lake City,Redwoods,Whipsnakes,35,39,13,0,13,13,14,0.37,0.33,5,18,0.28,6,24,0.25,8,14,0.57,7,22,0.32,32,46,7,21,0.33,4,20,0.20,2,5,0.40,6,13,0.46,0,3,16,0.50,2,3,1,2,1,1,0.33,6,4,6,5,0,25,10,27,27,9,32,15,0.5,5,6,10.34202377,#DIV/0!,,,0.47,L,L,0,-1,15,17,1.1,16,30,1.9,-0.7,11.8
2021,39,9,8/21/2021,Salt Lake City,Whipsnakes,Redwoods,39,35,13,1,13,14,13,0.33,0.37,6,24,0.25,5,18,0.28,7,22,0.32,8,14,0.57,46,32,4,20,0.20,7,21,0.33,6,13,0.46,2,5,0.40,2,4,10,0.70,3,6,4,6,5,0,0.67,3,1,2,1,1,27,9,32,25,10,27,7,0.4,10,6,11.33065371,#DIV/0!,,,0.53,W,W,1,1,16,30,1.9,15,17,1.1,0.7,12.4
2021,40,10,9/5/2021,Philadelphia,Atlas,Chaos,43,43,8,1,13,9,15,0.19,0.30,3,24,0.13,5,16,0.31,5,26,0.19,8,19,0.42,50,35,2,17,0.12,4,12,0.33,3,14,0.21,4,11,0.36,2,14,14,0.36,2,11,3,10,3,1,0.27,16,4,10,6,6,30,5,31,25,8,22,13,0.5,-1,5,11.6533697,#DIV/0!,,,0.50,L,L,0,-6,16,34,2.1,14,21,1.5,0.6,14.7
2021,40,10,9/5/2021,Philadelphia,Chaos,Atlas,43,43,13,2,8,15,9,0.30,0.19,5,16,0.31,3,24,0.13,8,19,0.42,5,26,0.19,35,50,4,12,0.33,2,17,0.12,4,11,0.36,3,14,0.21,4,7,20,0.40,3,16,4,10,6,6,0.25,11,3,10,3,1,25,8,22,30,5,31,17,0.7,1,6,9.246447651,#DIV/0!,,,0.50,W,L,0,6,14,21,1.5,16,34,2.1,-0.6,15.6
2021,41,10,9/5/2021,Philadelphia,Whipsnakes,Waterdogs,37,33,14,0,10,14,10,0.38,0.30,8,20,0.40,5,14,0.36,6,18,0.33,5,18,0.28,38,32,3,16,0.19,5,18,0.28,7,13,0.54,4,6,0.67,3,6,15,0.40,1,1,0,1,0,0,0.00,6,0,5,0,1,28,11,32,24,9,25,11,0.5,5,7,10.69043818,#DIV/0!,,,0.53,W,W,1,4,8,30,3.8,10,22,2.2,1.6,12.7
2021,41,10,9/5/2021,Philadelphia,Waterdogs,Whipsnakes,33,37,10,0,14,10,14,0.30,0.38,5,14,0.36,8,20,0.40,5,18,0.28,6,18,0.33,32,38,5,18,0.28,3,16,0.19,4,6,0.67,7,13,0.54,1,3,9,0.56,2,6,0,5,0,1,0.00,1,0,1,0,0,24,9,25,28,11,32,7,0.3,6,6,10.6664765,#DIV/0!,,,0.47,L,L,0,-4,10,22,2.2,8,30,3.8,-1.6,10.3
2021,42,11,9/19/2021,D.C.,Whipsnakes,Chaos,36,38,9,0,14,9,14,0.25,0.37,3,22,0.14,6,19,0.32,6,14,0.43,8,19,0.42,36,38,3,15,0.20,9,24,0.38,2,6,0.33,2,6,0.33,2,4,11,0.55,2,6,0,7,0,0,0.00,5,1,4,1,1,23,5,22,32,11,30,8,0.4,4,5,#DIV/0!,#DIV/0!,,,0.49,L,L,0,-5,26,10,0.4,15,23,1.5,-1.1,14.3
2021,42,11,9/19/2021,D.C.,Chaos,Whipsnakes,38,36,14,0,9,14,9,0.37,0.25,6,19,0.32,3,22,0.14,8,19,0.42,6,14,0.43,38,36,9,24,0.38,3,15,0.20,2,6,0.33,2,6,0.33,2,6,14,0.57,1,5,1,4,1,1,0.20,6,0,7,0,0,32,11,30,23,5,22,14,0.6,8,7,#DIV/0!,#DIV/0!,,,0.51,W,W,1,5,15,23,1.5,26,10,0.4,1.1,12.5
2022,2,1,6/4/2022,Alabany,Redwoods,Atlas,34,37,10,1,16,11,17,0.29,0.43,4,20,0.20,3,12,0.25,6,16,0.38,13,19,0.68,36,31,8,23,0.35,8,15,0.53,0,5,0.00,2,5,0.40,3,7,17,0.35,0,3,0,2,0,1,0.00,8,5,6,6,2,26,9,26,26,10,21,4,0.2,-1,6,8.957298092,#DIV/0!,,,0.48,L,L,0,-6,17,19,1.1,19,12,0.6,0.5,15.0
2022,2,1,6/4/2022,Alabany,Atlas,Redwoods,37,34,16,1,10,17,11,0.43,0.29,3,12,0.25,4,20,0.20,13,19,0.68,6,16,0.38,31,36,8,15,0.53,8,23,0.35,2,5,0.40,0,5,0.00,4,7,16,0.81,1,8,5,6,6,2,0.63,3,0,2,0,1,26,10,21,26,9,26,10,0.5,13,8,9.788336608,#DIV/0!,,,0.52,W,W,1,6,19,12,0.6,17,19,1.1,-0.5,13.0
2022,1,1,6/4/2022,Albany,Chaos,Whipsnakes,34,35,7,1,9,8,9,0.21,0.26,2,9,0.22,6,32,0.19,5,12,0.42,3,17,0.18,21,49,1,10,0.10,3,21,0.14,2,4,0.50,2,13,0.15,2,4,17,0.29,1,5,2,4,3,2,0.40,7,2,7,2,0,24,4,15,27,6,36,14,0.6,-5,6,10.04485943,#DIV/0!,,,0.49,L,L,0,-1,10,11,1.1,10,39,3.9,-2.8,9.3
2022,1,1,6/4/2022,Albany,Whipsnakes,Chaos,35,34,9,0,7,9,8,0.26,0.21,6,32,0.19,2,9,0.22,3,17,0.18,5,12,0.42,49,21,3,21,0.14,1,10,0.10,2,13,0.15,2,4,0.50,2,7,9,0.33,1,7,2,7,2,0,0.29,5,2,4,3,2,27,6,36,24,4,15,9,0.6,3,6,9.14861336,#DIV/0!,,,0.51,W,W,1,1,10,39,3.9,10,11,1.1,2.8,13.9
2022,3,1,6/5/2022,Alabany,Cannons,Waterdogs,42,39,17,0,8,17,8,0.40,0.21,7,17,0.41,5,19,0.26,10,23,0.43,3,24,0.13,40,43,3,13,0.23,3,16,0.19,6,15,0.40,3,12,0.25,3,6,15,0.67,4,11,7,8,7,3,0.64,10,1,8,1,3,25,9,29,24,5,24,20,0.7,12,10,8.596369241,#DIV/0!,,,0.52,W,W,1,9,21,19,0.9,14,29,2.1,-1.2,15.9
2022,3,1,6/5/2022,Alabany,Waterdogs,Cannons,39,42,8,0,17,8,17,0.21,0.40,5,19,0.26,7,17,0.41,3,24,0.13,10,23,0.43,43,40,3,16,0.19,3,13,0.23,3,12,0.25,6,15,0.40,1,12,10,0.30,1,10,1,8,1,3,0.10,11,7,8,7,3,24,5,24,25,9,29,11,0.4,1,6,9.858021568,#DIV/0!,,,0.48,L,L,0,-9,14,29,2.1,21,19,0.9,1.2,13.2
2022,4,1,6/5/2022,Albany,Chrome,Archers,37,35,10,1,10,11,10,0.27,0.29,4,16,0.25,2,14,0.14,6,20,0.30,8,25,0.32,36,39,4,16,0.25,2,13,0.15,3,7,0.43,2,14,0.14,3,8,16,0.38,1,7,2,7,3,1,0.29,9,4,9,4,0,27,7,26,23,4,27,12,0.5,0,7,9.265936083,#DIV/0!,,,0.51,W,W,1,1,18,18,1.0,11,28,2.5,-1.5,14.8
2022,4,1,6/5/2022,Albany,Archers,Chrome,35,37,10,0,10,10,11,0.29,0.27,2,14,0.14,4,16,0.25,8,25,0.32,6,20,0.30,39,36,2,13,0.15,4,16,0.25,2,14,0.14,3,7,0.43,6,8,14,0.57,1,9,4,9,4,0,0.44,7,2,7,3,1,23,4,27,27,7,26,10,0.5,4,5,9.546819323,#DIV/0!,,,0.49,L,L,0,-1,11,28,2.5,18,18,1.0,1.5,12.7
2022,5,2,6/10/2022,Charlotte,Redwoods,Chrome,29,38,3,0,12,3,12,0.10,0.32,2,13,0.15,5,25,0.20,1,10,0.10,7,14,0.50,23,39,1,13,0.08,4,18,0.22,1,6,0.17,3,7,0.43,0,1,21,0.05,0,3,0,2,0,1,0.00,7,3,8,3,1,23,2,20,28,8,28,7,0.4,-17,3,10.79150946,#DIV/0!,,,0.43,L,L,0,-9,10,13,1.3,15,24,1.6,-0.3,10.5
2022,5,2,6/10/2022,Charlotte,Chrome,Redwoods,38,29,12,0,3,12,3,0.32,0.10,5,25,0.20,2,13,0.15,7,14,0.50,1,10,0.10,39,23,4,18,0.22,1,13,0.08,3,7,0.43,1,6,0.17,4,7,16,0.44,1,7,3,8,3,1,0.43,3,0,2,0,1,28,8,28,23,2,20,8,0.7,3,7,10.07032082,#DIV/0!,,,0.57,W,W,1,9,15,24,1.6,10,13,1.3,0.3,13.7
2022,6,2,6/10/2022,Charlotte,Chaos,Archers,37,36,10,2,15,12,17,0.27,0.42,3,18,0.17,9,22,0.41,6,18,0.33,6,12,0.50,37,34,0,13,0.00,7,15,0.47,1,6,0.17,3,6,0.50,4,10,17,0.35,0,12,5,10,7,2,0.42,10,3,8,3,2,23,1,21,24,10,22,8,0.3,-1,6,11.61282679,#DIV/0!,,,0.51,L,W,0,-5,12,25,2.1,11,23,2.1,0.0,13.4
2022,6,2,6/10/2022,Charlotte,Archers,Chaos,36,37,15,2,10,17,12,0.42,0.27,9,22,0.41,3,18,0.17,6,12,0.50,6,18,0.33,34,37,7,15,0.47,0,13,0.00,3,6,0.50,1,6,0.17,4,5,15,0.40,2,10,3,8,3,2,0.30,12,5,10,7,2,24,10,22,23,1,21,13,0.6,6,7,10.57088818,,,,0.49,W,L,0,5,11,23,2.1,12,25,2.1,0.0,11.6
2022,7,2,6/11/2022,Charlotte,Atlas,Cannons,43,33,14,2,7,16,8,0.33,0.21,6,26,0.23,4,18,0.22,8,21,0.38,3,14,0.21,47,32,5,24,0.21,4,18,0.22,1,3,0.33,1,5,0.20,3,5,14,0.57,0,14,6,14,7,1,0.43,2,0,1,0,1,26,6,27,23,6,26,11,0.6,8,11,10.34984695,,,,0.57,W,W,1,8,19,28,1.5,9,23,2.6,-1.1,14.8
2022,7,2,6/11/2022,Charlotte,Cannons,Atlas,33,43,7,1,14,8,16,0.21,0.33,4,18,0.22,6,26,0.23,3,14,0.21,8,21,0.38,32,47,4,18,0.22,5,24,0.21,1,5,0.20,1,3,0.33,2,3,15,0.20,1,2,0,1,0,1,0.00,14,6,14,7,1,23,6,26,26,6,27,14,0.5,-5,6,11.39210099,,,,0.43,L,L,0,-8,9,23,2.6,19,28,1.5,1.1,11.4
2022,8,2,6/11/2022,Charlotte,Whipsnakes,Waterdogs,47,37,12,0,10,12,11,0.26,0.27,4,25,0.16,5,15,0.33,8,20,0.40,5,22,0.23,45,37,3,20,0.15,6,19,0.32,4,16,0.25,3,7,0.43,2,5,24,0.33,3,6,3,5,3,1,0.50,6,0,6,0,0,30,7,37,31,9,27,14,0.6,-4,6,9.34002877,,,,0.56,W,W,1,1,19,26,1.4,10,27,2.7,-1.3,18.5
2022,8,2,6/11/2022,Charlotte,Waterdogs,Whipsnakes,37,47,10,1,12,11,12,0.27,0.26,5,15,0.33,4,25,0.16,5,22,0.23,8,20,0.40,37,45,6,19,0.32,3,20,0.15,3,7,0.43,4,16,0.25,1,6,14,0.36,2,6,0,6,0,0,0.00,6,3,5,3,1,31,9,27,30,7,37,16,0.6,1,6,11.36714893,,,,0.44,L,L,0,-1,10,27,2.7,19,26,1.4,1.3,11.2
2022,9,3,6/17/2022,Long Island,Chrome,Waterdogs,43,36,17,0,13,17,14,0.40,0.36,8,17,0.47,5,22,0.23,9,20,0.45,8,16,0.50,37,38,5,16,0.31,10,26,0.38,5,12,0.42,2,9,0.22,4,8,17,0.53,1,6,4,6,4,0,0.67,2,1,2,1,0,28,10,27,30,11,32,12,0.5,9,7,9.202002854,,,,0.54,W,W,1,3,14,23,1.6,9,29,3.2,-1.6,14.8
2022,9,3,6/17/2022,Long Island,Waterdogs,Chrome,36,43,13,1,17,14,17,0.36,0.40,5,22,0.23,8,17,0.47,8,16,0.50,9,20,0.45,38,37,10,26,0.38,5,16,0.31,2,9,0.22,5,12,0.42,2,4,10,0.80,1,2,1,2,1,0,0.50,6,4,6,4,0,30,11,32,28,10,27,10,0.4,11,6,10.02571446,,,,0.46,L,L,0,-3,9,29,3.2,14,23,1.6,1.6,10.7
2022,10,3,6/17/2022,Long Island,Atlas,Whipsnakes,39,37,7,2,9,9,12,0.18,0.24,4,28,0.14,4,15,0.27,3,15,0.20,5,21,0.24,43,36,3,25,0.12,5,16,0.31,1,4,0.25,2,8,0.25,1,5,17,0.18,0,7,2,7,4,0,0.29,5,1,5,2,0,28,5,32,27,7,25,18,0.7,-7,5,10.60610201,,,,0.51,L,W,0,-3,14,29,2.1,13,23,1.8,0.3,13.8
2022,10,3,6/17/2022,Long Island,Whipsnakes,Atlas,37,39,9,3,7,12,9,0.24,0.18,4,15,0.27,4,28,0.14,5,21,0.24,3,15,0.20,36,43,5,16,0.31,3,25,0.12,2,8,0.25,1,4,0.25,1,7,16,0.31,1,5,1,5,2,0,0.20,7,2,7,4,0,27,7,25,28,5,32,16,0.7,-2,7,10.86591301,,,,0.49,W,L,0,3,13,23,1.8,14,29,2.1,-0.3,13.5
2022,11,3,6/18/2022,Long Island,Cannons,Archers,41,39,9,0,19,9,20,0.22,0.49,4,16,0.25,8,17,0.47,5,26,0.19,11,24,0.46,42,41,3,19,0.16,8,16,0.50,3,9,0.33,3,11,0.27,3,10,20,0.25,2,5,2,3,2,2,0.40,12,4,9,5,3,26,5,27,21,9,25,10,0.3,-6,5,8.979154791,,,,0.51,L,W,0,-11,21,21,1.0,15,26,1.7,-0.7,18.9
2022,11,3,6/18/2022,Long Island,Archers,Cannons,39,41,19,1,9,20,9,0.49,0.22,8,17,0.47,4,16,0.25,11,24,0.46,5,26,0.19,41,42,8,16,0.50,3,19,0.16,3,11,0.27,3,9,0.33,6,8,12,0.92,1,12,4,9,5,3,0.33,5,2,3,2,2,21,9,25,26,5,27,16,0.6,18,9,10.27925277,,,,0.49,W,L,0,11,15,26,1.7,21,21,1.0,0.7,13.6
