Season,game Number,Week,Player,Team,Opposing Team,Position,goals,uaGoals,uaShots,uaS%,assistedGoals,assistedShots,assistedS%,% of Shots Assisted,shots,settledGoals,settledShots,settledSh%,fbGoals,subGoals,ppGoals,assists,assistOpportunities,dodgeAssists,pnrAssists,settledAssists,fbAssists,ppAssists,sh%Created,AO-to-SH Ratio,secondAssists,secondAo,sog,offShots,blockedShots,messyShots,pipeShots,shotClockResets,cleanSaveShots,shotTurnovers,turnovers,TO + Shot TO,AO-to-TO Ratio,rhGoals,rhShots,rhS%,lhGoals,lhShots,lhSh%,doorstepGoals,holeGoals,lpGoals,lwGoals,mGoals,rwGoals,rpGoals,twoPointGoals,doorstepShots,holeShots,lpShots,lwShots,mShots,rwShots,rpShots,twoPointShots,xg,playerId,teamId
2021,42,11,Mike Chanenchuk,Whipsnakes,Chaos,M,2,1,3,33.33%,1,1,100.00%,25.00%,4,1,2,50%,0,0,1,0,0,0,0,0,0,0,0.00%,0.00,0,0,2,1,0,0,1,0,1,2,2,4,0.00,2,3,66.67%,0,1,0.00%,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,1,1.6,000357,WHP
2021,42,11,Ryan Smith,Chaos,Whipsnakes,A,1,1,2,50.00%,0,1,0.00%,33.33%,3,1,3,33%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,1,2,0,0,2,0,0,0,1,1,0.00,0,2,0.00%,0,0,0.00%,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0.9,001838,CHA
2021,42,11,CJ Costabile,Chaos,Whipsnakes,LSM,0,0,1,0.00%,0,0,0.00%,0.00%,1,0,0,0%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,0,1,0,0,1,0,0,0,0,0,0.00,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2,000727,CHA
2021,42,11,Kyle Jackson,Chaos,Whipsnakes,M,0,0,2,0.00%,0,0,0.00%,0.00%,2,0,2,0%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,0,2,0,0,2,0,0,1,1,2,0.00,0,0,0.00%,0,1,0.00%,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.6,000978,CHA
2021,42,11,Mac O'Keefe,Chaos,Whipsnakes,A,2,1,1,100.00%,1,2,50.00%,66.67%,3,2,2,100%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,2,2,1,0,0,1,0,0,0,0,0,0.00,0,0,0.00%,2,3,66.67%,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0.8,001814,CHA
2021,42,11,Colin Squires,Whipsnakes,Chaos,D,0,0,0,0.00%,0,1,0.00%,100.00%,1,0,0,0%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,1,0,0,1,0,0,0,1,0,1,0.00,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3,001831,WHP
2021,42,11,Chris Cloutier,Chaos,Whipsnakes,A,2,0,3,0.00%,2,4,50.00%,57.14%,7,1,6,17%,0,0,1,2,5,1,0,1,1,0,40.00%,0.71,1,1,4,2,0,2,2,0,1,3,2,5,2.50,0,1,0.00%,2,5,40.00%,0,0,0,0,0,0,2,0,1,1,0,0,1,0,4,0,2.2,000231,CHA
2021,42,11,John Haus,Whipsnakes,Chaos,M,0,0,2,0.00%,0,0,0.00%,0.00%,2,0,2,0%,0,0,0,2,2,0,0,0,0,0,100.00%,1.00,0,0,1,0,1,1,0,0,0,2,2,4,1.00,0,1,0.00%,0,1,0.00%,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1.1,000372,WHP
2021,42,11,Matt Rambo,Whipsnakes,Chaos,A,0,0,1,0.00%,0,0,0.00%,0.00%,1,0,1,0%,0,0,0,1,3,0,0,0,0,1,33.33%,3.00,0,1,0,0,1,0,0,0,0,0,2,2,1.50,0,0,0.00%,0,1,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8,000354,WHP
2021,42,11,Michael Ehrhardt,Whipsnakes,Chaos,LSM,1,0,1,0.00%,1,1,100.00%,50.00%,2,0,0,0%,0,1,0,0,0,0,0,0,0,0,0.00%,0.00,1,1,1,0,0,0,0,0,1,1,0,1,0.00,1,2,50.00%,0,0,0.00%,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.7,000356,WHP
2021,42,11,Jarrod Neumann,Chaos,Whipsnakes,D,0,0,0,0.00%,0,1,0.00%,100.00%,1,0,0,0%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,0,1,0,0,1,0,0,0,0,0,0.00,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3,000269,CHA
2021,42,11,Nick Manis,Whipsnakes,Chaos,M,0,0,0,0.00%,0,0,0.00%,0.00%,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,0,0,0,0,0,0,0,0,2,2,0.00,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,001024,WHP
2021,42,11,Connor Kirst,Whipsnakes,Chaos,M,0,0,1,0.00%,0,1,0.00%,50.00%,2,0,2,0%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,1,1,0,1,1,0,0,1,0,1,0.00,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.7,001815,WHP
2021,42,11,Jake Bernhardt,Whipsnakes,Chaos,SSDM,0,0,0,0.00%,0,1,0.00%,100.00%,1,0,1,0%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,1,0,0,1,0,0,0,1,0,1,0.00,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4,000345,WHP
2021,42,11,Max Adler,Chaos,Whipsnakes,FO,0,0,1,0.00%,0,0,0.00%,0.00%,1,0,0,0%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,0,1,0,0,1,0,0,0,0,0,0.00,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3,001402,CHA
2021,42,11,Brian Phipps,Whipsnakes,Chaos,#NUM!,0,0,0,0.00%,0,0,0.00%,0.00%,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,000614,WHP
2022,1,1,Mac O'Keefe,Chaos,Whipsnakes,A,2,1,2,50.00%,1,4,25.00%,66.67%,6,0,4,0%,1,1,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,4,0,1,2,0,1,1,3,0,3,0.00,0,0,0.00%,2,6,33.33%,0,0,0,0,1,0,0,1,0,0,0,0,2,1,1,2,0.8,001814,CHA
2022,1,1,Mike Chanenchuk,Whipsnakes,Chaos,M,3,2,5,40.00%,1,3,33.33%,37.50%,8,2,5,40%,0,0,1,0,1,0,0,0,0,0,0.00%,0.13,0,1,4,3,1,1,3,0,0,2,0,2,0.00,2,7,28.57%,1,1,100.00%,0,0,0,1,2,0,0,0,0,0,1,3,2,1,0,1,1.3,000357,WHP
2022,1,1,Bradley Voigt,Chaos,Whipsnakes,#VALUE!,1,0,0,0.00%,1,3,33.33%,100.00%,3,1,2,50%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,2,1,0,1,1,0,0,1,1,2,0.00,1,1,100.00%,0,2,0.00%,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1.5,#N/A,CHA
2022,1,1,Brad Smith,Whipsnakes,Chaos,M,0,0,5,0.00%,0,1,0.00%,16.67%,6,0,4,0%,0,0,0,1,3,0,1,1,0,0,33.33%,0.50,0,0,0,5,0,0,5,0,1,1,1,2,3.00,0,3,0.00%,0,3,0.00%,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1.3,000390,WHP
2022,1,1,Justin Guterding,Whipsnakes,Chaos,A,2,1,3,33.33%,1,2,50.00%,40.00%,5,0,2,0%,2,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,3,0,0,1,0,0,2,3,1,4,0.00,1,2,50.00%,1,3,33.33%,1,0,0,0,1,0,0,0,2,0,1,0,1,0,1,0,2.1,000298,WHP
2022,1,1,Matt Rambo,Whipsnakes,Chaos,A,1,1,7,14.29%,0,1,0.00%,12.50%,8,1,7,14%,0,0,0,1,4,0,0,0,1,0,25.00%,0.50,1,1,4,3,1,3,3,1,0,4,1,5,4.00,0,0,0.00%,1,8,12.50%,0,0,0,0,0,1,0,0,0,0,1,1,0,3,3,0,1.8,000354,WHP
2022,1,1,Ryan Smith,Chaos,Whipsnakes,A,1,0,1,0.00%,1,1,100.00%,50.00%,2,1,2,50%,0,0,0,1,1,0,0,0,0,0,100.00%,0.50,0,1,1,0,0,0,0,0,1,1,3,4,0.33,1,1,100.00%,0,0,0.00%,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1.2,001838,CHA
2022,1,1,Joe Nardella,Whipsnakes,Chaos,FO,0,0,1,0.00%,0,0,0.00%,0.00%,1,0,0,0%,0,0,0,0,2,0,0,0,0,0,0.00%,2.00,0,0,1,0,0,1,0,0,0,1,2,3,1.00,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8,000350,WHP
2022,1,1,Connor Kirst,Whipsnakes,Chaos,M,1,1,1,100.00%,0,4,0.00%,80.00%,5,1,5,20%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,1,2,1,0,2,0,1,1,0,1,0.00,1,5,20.00%,0,0,0.00%,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1.8,001815,WHP
2022,1,1,Tanner Cook,Chaos,Whipsnakes,M,1,1,1,100.00%,0,0,0.00%,0.00%,1,1,1,100%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,1,0,0,0,0,0,0,0,0,0,0.00,0,0,0.00%,1,1,100.00%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.2,001823,CHA
2022,1,1,Bryce Wasserman,Chaos,Whipsnakes,A,0,0,1,0.00%,0,0,0.00%,0.00%,1,0,1,0%,0,0,0,1,1,0,1,1,0,0,100.00%,1.00,0,0,1,0,0,1,0,0,0,1,3,4,0.33,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.1,001417,CHA
2022,1,1,Tommy Palasek,Chaos,Whipsnakes,A,0,0,3,0.00%,0,0,0.00%,0.00%,3,0,3,0%,0,0,0,0,2,0,0,0,0,0,0.00%,0.67,1,2,1,0,1,1,0,1,1,2,3,5,0.67,0,3,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1.6,000700,CHA
2022,1,1,Kyle Jackson,Chaos,Whipsnakes,M,1,0,0,0.00%,1,3,33.33%,100.00%,3,1,2,50%,0,0,0,2,4,1,0,1,1,0,50.00%,1.33,0,0,2,1,0,0,1,1,0,1,2,3,2.00,0,0,0.00%,1,2,50.00%,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1.4,000978,CHA
2022,1,1,Jackson Reid,Whipsnakes,Chaos,#VALUE!,1,1,5,20.00%,0,2,0.00%,28.57%,7,1,6,17%,0,0,0,0,1,0,0,0,0,0,0.00%,0.14,0,3,2,5,0,1,5,0,0,1,1,2,1.00,0,0,0.00%,1,7,14.29%,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,0,1.4,#N/A,WHP
2022,1,1,Troy Reh,Chaos,Whipsnakes,LSM,1,0,0,0.00%,1,1,100.00%,100.00%,1,0,0,0%,1,0,0,0,1,0,0,0,0,0,0.00%,1.00,0,0,1,0,0,0,0,0,0,0,0,0,0.00,1,1,100.00%,0,0,0.00%,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.3,000281,CHA
2022,1,1,Bryan Cole,Whipsnakes,Chaos,M,0,0,2,0.00%,0,0,0.00%,0.00%,2,0,2,0%,0,0,0,1,4,0,0,0,0,1,25.00%,2.00,0,1,1,1,0,1,1,1,0,0,1,1,4.00,0,0,0.00%,0,2,0.00%,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.7,000946,WHP
2022,1,1,Jay Carlson,Whipsnakes,Chaos,A,1,0,2,0.00%,1,3,33.33%,60.00%,5,1,5,20%,0,0,0,0,1,0,0,0,0,0,0.00%,0.20,0,0,3,2,0,1,2,0,0,3,0,3,0.00,1,5,20.00%,0,0,0.00%,1,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,1.8,000346,WHP
2022,1,1,Brett Kennedy,Chaos,Whipsnakes,#VALUE!,0,0,0,0.00%,0,0,0.00%,0.00%,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,#N/A,CHA
2022,1,1,Matthew Dunn,Whipsnakes,Chaos,D,0,0,1,0.00%,0,0,0.00%,0.00%,1,0,0,0%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,1,0,0,1,0,0,0,1,0,1,0.00,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2,000355,WHP
2022,1,1,Blaze Riorden,Chaos,Whipsnakes,G,0,0,1,0.00%,0,0,0.00%,0.00%,1,0,0,0%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,0,0,0,0,0,0,1,1,0,1,0.00,0,0,0.00%,0,1,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.2,000258,CHA
2022,1,1,Tommy Kelly,Chaos,Whipsnakes,FO,0,0,0,0.00%,0,0,0.00%,0.00%,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,000280,CHA
2022,1,1,Michael Ehrhardt,Whipsnakes,Chaos,LSM,0,0,0,0.00%,0,1,0.00%,100.00%,1,0,0,0%,0,0,0,0,1,0,0,0,0,0,0.00%,1.00,1,1,0,1,0,0,1,0,0,0,0,0,0.00,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,000356,WHP
2022,2,1,Matt Kavanagh,Redwoods,Atlas,A,0,0,4,0.00%,0,2,0.00%,33.33%,6,0,5,0%,0,0,0,1,2,0,0,0,0,1,50.00%,0.33,1,3,1,5,0,1,5,0,0,1,3,4,0.67,0,2,0.00%,0,4,0.00%,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,0,2.1,000327,RED
2022,2,1,Myles Jones,Redwoods,Atlas,M,1,1,4,25.00%,0,1,0.00%,20.00%,5,1,4,25%,0,0,0,2,5,2,0,2,0,0,40.00%,1.00,2,2,2,2,0,1,2,0,1,2,2,4,2.50,1,4,25.00%,0,1,0.00%,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1.7,000278,RED
2022,2,1,Jeff Teat,Atlas,Redwoods,A,5,0,2,0.00%,5,7,71.43%,77.78%,9,3,6,50%,2,0,0,2,3,1,0,1,0,1,66.67%,0.33,1,1,6,1,1,0,1,1,1,2,1,3,3.00,0,0,0.00%,5,9,55.56%,0,2,0,0,0,2,0,0,0,3,0,0,1,3,1,0,3.1,001809,ATL
2022,2,1,Rob Pannell,Redwoods,Atlas,A,1,0,1,0.00%,1,2,50.00%,66.67%,3,0,2,0%,0,0,1,1,1,1,0,1,0,0,100.00%,0.33,0,0,2,1,0,1,1,1,0,0,0,0,0.00,1,3,33.33%,0,0,0.00%,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1.3,000414,RED
2022,2,1,Brendan Curry,Atlas,Redwoods,#VALUE!,0,0,3,0.00%,0,1,0.00%,25.00%,4,0,4,0%,0,0,0,0,1,0,0,0,0,0,0.00%,0.25,0,0,2,2,0,2,2,0,0,2,0,2,0.00,0,4,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1.3,#N/A,ATL
2022,2,1,Bryan Costabile,Atlas,Redwoods,M,1,1,2,50.00%,0,1,0.00%,33.33%,3,1,1,100%,0,0,0,2,2,2,0,2,0,0,100.00%,0.67,0,1,2,1,0,1,1,1,0,0,3,3,0.67,1,3,33.33%,0,0,0.00%,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0.8,000395,ATL
2022,2,1,Jules Heningburg,Redwoods,Atlas,M,5,2,3,66.67%,3,3,100.00%,50.00%,6,5,6,83%,0,0,0,0,3,0,0,0,0,0,0.00%,0.50,0,0,6,0,0,1,0,1,0,0,2,2,1.50,3,3,100.00%,1,2,50.00%,4,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,3.4,000351,RED
2022,2,1,Sergio Perkovic,Redwoods,Atlas,M,0,0,1,0.00%,0,3,0.00%,75.00%,4,0,2,0%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,3,0,1,3,0,1,0,2,1,3,0.00,0,4,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1.2,000333,RED
2022,2,1,Chris Gray,Atlas,Redwoods,#VALUE!,2,0,1,0.00%,2,2,100.00%,66.67%,3,0,1,0%,1,0,1,1,2,0,1,1,0,0,50.00%,0.67,1,2,2,1,0,0,1,0,0,0,2,2,1.00,2,2,100.00%,0,1,0.00%,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,1.2,#N/A,ATL
2022,2,1,Garrett Epple,Redwoods,Atlas,D,0,0,0,0.00%,0,0,0.00%,0.00%,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,000315,RED
2022,2,1,Eric Law,Atlas,Redwoods,A,3,0,0,0.00%,3,3,100.00%,100.00%,3,2,2,100%,1,0,0,4,5,3,0,3,1,0,80.00%,1.67,1,1,3,0,0,0,0,0,0,0,2,2,2.50,3,3,100.00%,0,0,0.00%,2,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1.9,000234,ATL
2022,2,1,Peter Dearth,Atlas,Redwoods,SSDM,0,0,0,0.00%,0,0,0.00%,0.00%,0,0,0,0%,0,0,0,1,1,0,0,0,1,0,100.00%,0.00,0,0,0,0,0,0,0,0,0,0,1,1,1.00,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,001825,ATL
2022,2,1,Charlie Bertrand,Redwoods,Atlas,M,1,1,2,50.00%,0,0,0.00%,0.00%,2,1,2,50%,0,0,0,0,1,0,0,0,0,0,0.00%,0.50,0,1,1,1,0,0,1,0,0,0,2,2,0.50,0,0,0.00%,1,2,50.00%,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.9,001832,RED
2022,2,1,Craig Chick,Atlas,Redwoods,LSM,0,0,0,0.00%,0,0,0.00%,0.00%,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,000406,ATL
2022,2,1,Daniel Bucaro,Atlas,Redwoods,M,1,1,2,50.00%,0,0,0.00%,0.00%,2,1,2,50%,0,0,0,1,1,1,0,1,0,0,100.00%,0.50,0,0,1,1,0,0,1,0,0,0,0,0,0.00,0,0,0.00%,1,2,50.00%,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.3,001746,ATL
2022,2,1,Nakeie Montgomery,Redwoods,Atlas,#VALUE!,1,0,2,0.00%,1,2,50.00%,50.00%,4,1,3,33%,0,0,0,1,1,1,0,1,0,0,100.00%,0.25,0,0,1,2,1,0,2,0,0,0,4,4,0.25,1,4,25.00%,0,0,0.00%,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1.9,#N/A,RED
2022,2,1,John Crawley,Atlas,Redwoods,M,2,0,1,0.00%,2,3,66.67%,75.00%,4,2,4,50%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,3,1,0,0,1,0,0,1,0,1,0.00,2,3,66.67%,0,0,0.00%,1,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,1.5,000238,ATL
2022,2,1,Ryder Garnsey,Redwoods,Atlas,A,1,0,1,0.00%,1,2,50.00%,66.67%,3,1,2,50%,0,0,0,1,3,1,0,1,0,0,33.33%,1.00,0,1,1,2,0,0,2,0,0,0,0,0,0.00,0,1,0.00%,1,2,50.00%,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1.3,000373,RED
2022,2,1,Jake Richard,Atlas,Redwoods,SSDM,0,0,0,0.00%,0,0,0.00%,0.00%,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,1,1,0,0,0,0,0,0,0,0,1,1,0.00,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,000235,ATL
2022,2,1,Danny Logan,Atlas,Redwoods,SSDM,0,0,0,0.00%,0,1,0.00%,100.00%,1,0,0,0%,0,0,0,1,1,0,0,0,1,0,100.00%,1.00,0,0,0,1,0,0,1,0,0,0,0,0,0.00,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,001819,ATL
2022,2,1,Isaiah Davis-Allen,Redwoods,Atlas,SSDM,0,0,1,0.00%,0,0,0.00%,0.00%,1,0,0,0%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,0,0,0,0,0,0,1,1,0,1,0.00,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,001010,RED
2022,2,1,Dox Aitken,Atlas,Redwoods,M,1,0,0,0.00%,1,1,100.00%,100.00%,1,1,1,100%,0,0,0,0,1,0,0,0,0,0,0.00%,1.00,0,1,1,0,0,0,0,0,0,0,1,1,1.00,1,1,100.00%,0,0,0.00%,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7,001816,ATL
2022,2,1,Trevor Baptiste,Atlas,Redwoods,FO,1,1,1,100.00%,0,0,0.00%,0.00%,1,0,0,0%,1,0,0,1,2,0,0,0,1,0,50.00%,2.00,0,0,1,0,0,0,0,0,0,0,0,0,0.00,1,1,100.00%,0,0,0.00%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.2,000254,ATL
2022,2,1,Jack Kelly,Redwoods,Atlas,G,0,0,0,0.00%,0,0,0.00%,0.00%,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,000318,RED
2022,2,1,Kyle Hartzell,Redwoods,Atlas,LSM,0,0,0,0.00%,0,1,0.00%,100.00%,1,0,0,0%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,0,1,0,0,1,0,0,0,0,0,0.00,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,000242,RED
2022,2,1,Jd Colarusso,Atlas,Redwoods,G,0,0,0,0.00%,0,0,0.00%,0.00%,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,0,0,0,0,0,0,0,0,1,1,0.00,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,001797,ATL
2022,2,1,Eddy Glazener,Redwoods,Atlas,D,0,0,1,0.00%,0,0,0.00%,0.00%,1,0,0,0%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,0,0,0,0,0,0,1,1,0,1,0.00,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,000314,RED
2022,3,1,Asher Nolting,Cannons,Waterdogs,#VALUE!,2,0,0,0.00%,2,3,66.67%,100.00%,3,2,3,67%,0,0,0,0,3,0,0,0,0,0,0.00%,1.00,0,0,2,1,0,0,1,0,0,0,3,3,1.00,2,3,66.67%,0,0,0.00%,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1.8,#N/A,WAT
2022,3,1,Shayne Jackson,Cannons,Waterdogs,A,2,0,0,0.00%,2,7,28.57%,100.00%,7,2,7,29%,0,0,0,1,1,0,0,0,1,0,100.00%,0.14,0,2,6,0,1,4,0,3,0,2,0,2,0.00,0,1,0.00%,2,6,33.33%,0,0,0,0,0,2,0,0,0,1,1,0,0,3,1,0,2.1,000960,WAT
2022,3,1,Liam Byrnes,Waterdogs,Cannons,D,0,0,0,0.00%,0,1,0.00%,100.00%,1,0,0,0%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,0,1,0,0,1,0,0,1,2,3,0.00,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8,000925,CAN
2022,3,1,Lyle Thompson,Cannons,Waterdogs,A,4,2,5,40.00%,2,3,66.67%,37.50%,8,1,5,20%,3,0,0,3,9,0,2,2,1,0,33.33%,1.13,1,1,5,1,0,0,1,1,2,2,1,3,9.00,4,7,57.14%,0,0,0.00%,0,2,1,0,0,0,0,0,0,2,3,1,0,0,1,0,2.7,000886,WAT
2022,3,1,Stephen Kelly,Cannons,Waterdogs,FO,1,1,2,50.00%,0,0,0.00%,0.00%,2,0,0,0%,1,0,0,0,0,0,0,0,0,0,0.00%,0.00,1,1,1,0,1,0,0,0,0,1,0,1,0.00,0,0,0.00%,1,2,50.00%,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.7,000222,WAT
2022,3,1,Connor Kelly,Waterdogs,Cannons,M,0,0,1,0.00%,0,2,0.00%,66.67%,3,0,1,0%,0,0,0,1,1,0,0,0,0,1,100.00%,0.33,0,1,1,1,0,1,1,1,1,1,2,3,0.50,0,3,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.4,000339,CAN
2022,3,1,Jake Froccaro,Cannons,Waterdogs,M,0,0,1,0.00%,0,1,0.00%,50.00%,2,0,1,0%,0,0,0,3,4,1,0,1,1,1,75.00%,2.00,0,0,1,1,0,1,1,1,0,0,2,2,2.00,0,2,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.9,000267,WAT
2022,3,1,Kieran McArdle,Waterdogs,Cannons,A,1,1,1,100.00%,0,3,0.00%,75.00%,4,1,3,33%,0,0,0,0,3,0,0,0,0,0,0.00%,0.75,0,2,2,0,0,1,0,0,2,3,2,5,1.50,1,1,100.00%,0,2,0.00%,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,1.5,000240,CAN
2022,3,1,Brendan Bomberry,Cannons,Waterdogs,#VALUE!,1,0,0,0.00%,1,2,50.00%,100.00%,2,1,2,50%,0,0,0,0,0,0,0,0,0,0,0.00%,0.00,0,0,1,1,0,0,1,0,0,0,0,0,0.00,1,2,50.00%,0,0,0.00%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.4,#N/A,WAT
